,count,example,word-de,word-en,word-es,word-fr,word-zh
3968,1,"Illinois substitute teacher had sex with 11-year-old student during 'play dates,' police say",Ersatz,substitute,sustituto,remplacement,替换替代
3969,1,FIRST ON FOX: Texas' Ken Paxton endorses candidate to succeed him as attorney general,Erfolg,succeed,tener éxito,réussir,成功成功
3970,1,Longtime Trump ally formally succeeds Whatley as Republican Party chair,Erfolg,succeeds,tiene éxito,réussis,成功
3971,1,Why “Wednesday” is wickedly successful,Erfolg,successful,éxito,succès,成功成功
3972,1,"Polite stranger's 'yes ma'am, no sir' demeanor suddenly turned violent in murder of country singer's mom",Plötzlich,suddenly,De repente,Tout d'un coup,突然间
3973,1,"Venezuelan migrants, progressive group sue Trump admin after Noem nixes Biden-era ‘protected status’",RECHTSSACHE,sue,sue,poursuite,单诉
3974,1,DC sues Trump administration over 'unlawful' federal takeover,RECHTSSACHE,sues,sues,poursuite en justice,诉讼
3975,1,Variety report says TV can't sugarcoat our 'quick plunge into fascism',Zuckerwatte,sugarcoat,sugarcoat,enrobé de sucre,糖衣
3976,1,Google AI email summaries can be hacked to hide phishing attacks,Zusammenfassungen,summaries,resúmenes,Résumés,摘要摘要
3977,1,US ally summons Trump ambassador over 'unacceptable' antisemitism allegations,Vorladung,summons,citaciones,convocation,传召传唤
3978,1,Last migrant hotel in New York City set to close as 'emergency shelter' program sunsets,Sonnenuntergänge,sunsets,puestas de sol,couchers de soleil,日落日落
3979,1,"Rubio decries ‘Jesus Christ Superstar’ performance, says anti-Christian attacks are nothing new",Superstar,Superstar’,Superestrella»,Superstar,超级巨星
3980,1,Russian oligarch’s $325M seized superyacht heads to auction as Trump–Putin summit nears,Superyacht,superyacht,superyates,Superyacht,超优
3981,1,San Francisco lawyer says landlord has right to accept ‘only MAGA voters and Israel supporters’ to open house,Unterstützer,supporters’,partidarios»,sympathisants,支持者
3982,1,Supreme Court has 'good chance' of hearing Kim Davis' case urging same-sex marriage be overturned: lawyer,Oberster,Supreme,Supremo,Suprême,最高最高
3983,1,'Aquaman' star Jason Momoa nearly drowned in surf accident during dangerous Maui trip,Surfen,surf,surf,surf,冲冲
3984,1,"75-foot boat surfs wave, runs aground in Hawaii",Windsurfen,surfs,Surfs,surfs,冲冲
3985,1,"Cracker Barrel abandons customers, female enlistment surges, and more from Fox News Opinion",Überhöhungen,surges,aumentos repentinos,surtensions,激增
3986,1,Yankees World Series champion says he'd be 'very surprised' if team misses postseason despite struggles,"Überrascht.""",surprised',"""sorprendido""",surpris»,惊讶
3987,1,Top House Dem sides with Mamdani critics on key controversy surrounding his campaign: 'Legitimate issue',Umgebung,surrounding,en los alrededores,autour de l'île,环绕周围
3988,1,"Special Forces vet exposes tactics of Montana, Washington state survivalists: 'Can't stay hidden forever'",Überlebende,survivalists,survivalists,Survivants,活体生物体
3989,1,Retired Washington state detective who survived on-duty shooting found dead after Montana boating incident,überlebt,survived,Sobrevivió,Survivre,活 活 活
3990,1,Idaho murders bodycam footage shows surviving roommate's chilling account,Überlebend,surviving,Sobreviviendo,survivant,活 活 活 活
3991,1,'Not a politician': Father of young cancer survivor DJ Daniel runs for Texas 18th district seat,Überlebender,survivor,superviviente,survivant,遗属
3992,1,Veteran who served in Middle Eastern wars launches campaign against Sen. Susan Collins,"- Susan. - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",Susan,Susan,"Susan, c'est moi qui l'ai fait.",苏珊
3993,1,Rural Montana residents predicted bar massacre suspect's violent outburst: 'He will kill you',Verdächtiger,suspect's,Sospechoso,Le suspect est,嫌疑人的
3994,1,"Feds nab suspected MS-13 gangster, top 700 arrests in DC crackdown",Verdacht,suspected,sospechada,suspectés,疑似
3995,1,Devil’s Den witnesses describe suspect’s ‘death stare’ minutes before murders: report,Verdächtige,suspect’s,de los sospechosos,suspectés,嫌疑人的
3996,1,"Super Bowl champion wide receiver faces 3-game suspension, 49ers coach says",Suspension,suspension,suspensión,suspension,中止暂停
3997,1,Suzanne Somers’ final wish led her widower to romance with actress's co-star,Suzanne,Suzanne,Suzanne,Suzanne,苏珊娜
3998,1,Sydney Sweeney's Dolly Parton-inspired Western will benefit from ad backlash: expert,Sweeney's,Sweeney's,Sweeney's,Chez Sweeney,斯威尼的
3999,1,"Common sweetener could hold untapped potential to fight aggressive cancer, study finds",Süßungsmittel,sweetener,edulcorante,édulcorant,甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜甜
4000,1,Virginia AG's findings from investigation into Roanoke College trans swimmer incident released by complainants,Schwimmer,swimmer,nadador,nageur,游泳运动员
4001,1,Elizabeth Hurley and her mother Angela pose in matching leopard swimsuits for 85th birthday celebration,Badeanzüge,swimsuits,trajes de baño,maillots de bain,泳衣
4002,1,Switching lanes: is Europe the solution to China’s EV glut?,Schalten,Switching,Cambio,Commutation,切换
4003,1,America’s tariff avalanche catches Switzerland unawares,Schweiz,Switzerland,Suiza,Suisse,瑞 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士 瑞士
4004,1,Codie Sanchez says money is the sword of the 21st Century. She wants to arm more Americans,Schwert,sword,espada,épée,剑剑
4005,1,Pamela Anderson doubles down on claims that Sylvester Stallone once offered her gifts to be his 'No. 1 girl',Sylvester,Sylvester,Sylvester,Sylvester,锡尔维斯特
4006,1,Rock Hudson ‘came on to me’ during arranged studio date: '50s sex symbol claims,Symbol,symbol,símbolo,symbole,符号符号符号符号符号
4007,1,Bronny James reveals aftermath of cardiac arrest: 'Messed with my immune system',"System""",system',sistema»,système»,系统系统
4008,1,"Joanna Gaines, Lauren Sánchez Bezos share heartbreak and joy as they send kids off to college",Sánchez,Sánchez,Sánchez,Sánchez,桑切斯
4009,1,"WWE star Oba Femi throws opponent through table from ring during Heatwave match, retains title",Tabelle,table,Cuadro,Tableau,表格表格表格
4010,1,How to tell if your Samsung Galaxy tablet has been hacked,Tabletten,tablet,Comprimido,Comprimé,平板
4011,1,"Special Forces vet exposes tactics of Montana, Washington state survivalists: 'Can't stay hidden forever'",Taktik,tactics,tácticas,tactique,战术战术
4012,1,"Woman goes blind after drinking tainted cocktail, plus red meat can help your mood",Befleckt,tainted,contaminado,entachés,受污染
4013,1,MIKE DAVIS: A tale of two Russiagate heroes,Geschichte,tale,historia,conte,故事故事
4014,1,Why Turkey’s football clubs can pay more cash for talent,Begabung,talent,talento,Le talent,人才人才
4015,1,Rubio hails Trump as 'only leader in the world' who can broker Ukraine peace deal after talks,Gespräche,talks,charlas,Conférences,会谈 会谈
4016,1,"Tankinis for coverage, support and confidence at the beach",Tankinis,Tankinis,Tankinis,Tankinis,坦克
4017,1,"Conservative roadmap targets Medicaid, student loans for Trump's 'big, beautiful' sequel",Ziele,targets,objetivos,cibles,指标指标指标指标指标指标指标指标指标指标指标
4018,1,Wash Post columnist says Meta's new community notes fact-checking system 'nowhere near up to the task',"Aufgabe""",task',tarea»,tâche»,任务的任务
4019,1,The history of how Trump and Bolton's relationship fell to tatters,Zerkleinerer,tatters,trituraciones,Les tatters,破碎
4020,1,My flight was canceled. But a baby in the airport taught me everything about God's peace in a storm,Unterricht,taught,enseñado,enseigné,教学
4021,1,Top Trump agency slashes billions in government waste with move to expose 'abuse' of US tax dollars,Steuer,tax,impuestos,Impôt,税务税
4022,1,"Nation’s 2 largest teachers unions funneled nearly $50M to left-wing groups, watchdog report says",Lehrer,teachers,profesores,enseignants,教师 教师 教师
4023,1,"Mookie Betts credits teammates, Dodgers faithful for supporting him through rough 2025 season",Teamkollegen,teammates,compañeros de equipo,coéquipiers,队友
4024,1,Ted Danson admits leaving 'Cheers' was like jumping off a cliff,Ted,Ted,Ted,Ted,泰德
4025,1,Teddi Mellencamp struggles with speech following cancer treatment,Teddi,Teddi,Teddi,Teddi,特迪
4026,1,North Carolina teen's body discovered in Florida one week after he vanished with chilling final message,Teen's,teen's,adolescente,Adolescents,青少年
4027,1,Biden judge frees teens tied to ex-DOGE staffer's assault as Trump cracks down on crime,Jugendliche,teens,adolescentes,Adolescents,青少年
4028,1,Former Disney child star exposes kidnapping attempt and stalkers in Hollywood tell-all,alle informieren,tell-all,Cuéntalo todo.,Tout dire,ent-all 全部变还
4029,1,Rare biblical seal with ancient fingerprint found in debris from Jerusalem's Temple Mount,Tempel,Temple,Templo,Temple,寺庙
4030,1,Christian bodybuilder reveals how fitness honors God: 'Your body is a temple',"Tempel""",temple',templo',le temple»,寺庙
4031,1,"As Trump intervenes in DC's crime crisis, another violent city's DA gets a challenger from inside the tent",Zelt,tent,tienda de campaña,tente,帐篷帐篷
4032,1,"Office shooter's rampage shows terrifying rise of motive-free violence, experts warn",Erschreckend,terrifying,terrorífico,terrifiant,可怕可怕
4033,1,DHS pulls funding from groups with ‘alleged terrorist ties’ after watchdog report,Terrorist,terrorist,terrorista,terroristes,恐怖主义恐怖分子
4034,1,"Illegal immigrant trucker accused of killing three people failed English, road sign tests: DOT",Prüfungen,tests,pruebas,Essais,测试测试
4035,1,"'Hillbilly Elegy' director Ron Howard did not expect JD Vance to be so ‘divisive,’ reveals last text to VP",Text,text,texto,texte,文字文字文字文字
4036,1,"Charlamagne tha God casts doubt on potential Harris 2028 run, urges Dems to throw 'old regime' under the bus",n s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s s,tha,tha,C'est ce que j'ai dit.,来
4037,1,Why did Thailand and Cambodia fight a senseless border war?,Thailand,Thailand,Tailandia,Thaïlande,泰国 泰国 泰国 泰国
4038,1,"Roger Clemens thanks Trump for Baseball Hall of Fame support, hits back at critics",Vielen Dank.,thanks,Gracias.,Merci beaucoup.,感谢 谢谢
4039,1,Blighty newsletter: How Britain became a theft capital,Diebstahl,theft,robo,vol,盗窃
4040,1,College student’s unsolved murder shines spotlight on serial killer as new theories emerge,Theorien,theories,teorías,théories,理论理论
4041,1,Mookie Betts reveals what makes Brewers legit World Series contenders: 'Good recipe over there',"Dort ist es.""",there',allí',Voilà.,在那里
4042,1,"Chicago residents call Obama Presidential Center a 'monstrosity,' fear they'll be displaced: report",Sie werden,they'll,Ellos lo harán.,Ils vont le faire.,他们会
4043,1,Chicago mayor says applicants for flood relief need not reveal if they’re in the US illegally,sie sind,they’re,que son,ils sont,他们
4044,1,Tennis star Casper Ruud reveals the 'worst thing about New York' ahead of US Open,Sache,thing,cosa,"- C'est quoi, ce truc ?",事项
4045,1,Cracker Barrel 'ruined a good thing' as loyal fan slams 'depressing' rebrand,"Sache""",thing',cosa',"C'est quoi, ce truc ?",这件事'
4046,1,Zohran Mamdani is promising lots of things he can’t actually do,Dinge,things,cosas,des choses,事项
4047,1,Why Ozempic users 'can barely finish a third' of their restaurant orders,"Drittes""",third',tercero»,troisième»,第三次'
4048,1,Former Disney star Bella Thorne faces social media backlash after proposing to fiancé,Thorne,Thorne,Thorne,Thorne,索尔
4049,1,"Thousands of illegal hidden marijuana plants removed from national park along with gun, dangerous chemicals",Tausende,Thousands,Miles,Milliers,千人
4050,1,"Charlamagne tha God casts doubt on potential Harris 2028 run, urges Dems to throw 'old regime' under the bus",werfen,throw,lanzar,lancer,丢弃
4051,1,DHS pulls funding from groups with ‘alleged terrorist ties’ after watchdog report,Bindungen,ties’,ataduras»,Liens,联系 ' 。
4052,1,Grassroots push for freedom grows in Gaza as Hamas tightens its deadly grip,Straffungen,tightens,apriete,serrer,收紧
4053,1,TikTok's viral '6-6-6' walking routine burns fat without grueling workouts,TikTok's,TikTok's,TikTok's,TikTok's,铁托的
4054,1,"Treasury sanctions 'brutally violent' cartel for timeshare fraud in tourist destination, warns Americans",Zeitanteil,timeshare,tiempo compartido,à temps partagé,分配时间
4055,1,Top law enforcement agency offers cash awards for tips leading to DC arrests amid Trump's crime crackdown,Tipps,tips,consejos,Conseils,提示提示提示
4056,1,Titans' final preseason game marred by adult toy thrown onto field,"Titanen""",Titans',Titanes,Les titans,巨人 巨人
4057,1,"WWE star Oba Femi throws opponent through table from ring during Heatwave match, retains title",Titel,title,Título,titre,标题标题标题
4058,1,"Adam Page, Toni Storm retain AEW titles at Forbidden Door; Will Ospreay faces Death Riders beatdown",Titel,titles,títulos,titres,标题标题标题
4059,1,Jason Biggs says 'American Pie' couldn't be made today but explains why it still works,heute,today,hoy,Aujourd'hui,今天今天
4060,1,Vinegar face masks and barley water? Medieval 'health hacks' mirror today's TikTok trends,Heute,today's,Hoy,aujourd'hui,今日的今天
4061,1,The colourful civic groups that hold Germany together,zusammen,together,juntos,ensemble,组合在一起
4062,1,"Cracker Barrel customers revolt against remodels, plus workers unearth 1,000-year-old tombs",Gräber,tombs,tumbas,tombes,墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓 墓
4063,1,"Adam Page, Toni Storm retain AEW titles at Forbidden Door; Will Ospreay faces Death Riders beatdown",Toni,Toni,Toni,Toni,托尼
4064,1,"Tony Buzbee, attorney who represented Shannon Sharpe's rape accuser, takes parting shot at Hall of Famer","- Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein!",Tony,Tony,C'est pas vrai.,托尼
4065,1,"Suspect took ‘specific’ actions before fatal attack on country singer's mom, former FBI agent says",genommen,took,toma,pris,采取
4066,1,Blighty newsletter: The Tories go cold on the gig economy,Tories,Tories,Judías,Tories,煎饼
4067,1,Filmmaker alleges ‘censorship’ after Toronto Film Festival drops Oct. 7 Hamas attack documentary,Toronto,Toronto,Toronto,Toronto,多伦多
4068,1,Artist’s touch: the economics of emotion in art,Berührung,touch,touch,toucher,触碰
4069,1,"Trump learns a lesson grounded in faith, how best to stand tough on trade with China",zäh,tough,Duro,Difficile,硬硬
4070,1,"Treasury sanctions 'brutally violent' cartel for timeshare fraud in tourist destination, warns Americans",Touristen,tourist,turista,touristique,游客 游客
4071,1,Priced out in Las Vegas? 5 costly steaks that can cut into tourists' wallets,"Touristen""",tourists',turistas,touristes»,游客
4072,1,The Who's Pete Townshend says he has only five years left in show business career,Townshend,Townshend,Townshend,Débarquement de ville,镇景
4073,1,First RIT women's track runner comes forward about sharing team and locker room with viral trans athlete,Gleis,track,pista,piste,音轨
4074,1,"DAVID MARCUS: Cracker Barrel abandons customers, trading authenticity for corporate slop",Handel,trading,comercio,Opérations,贸易贸易
4075,1,WWE fans react to Brock Lesnar's return amid sex trafficking case involvement: 'Just coward stuff',Menschenhandel,trafficking,trata de personas,Traite des êtres humains,贩运贩运贩运
4076,1,Beach visitors risk 'arrest' for swimming without lifeguard following tragic incident,tragisch,tragic,trágico,tragique,悲惨的悲惨悲剧
4077,1,Fire under NJ train sends passengers fleeing; multiple treated for smoke inhalation,Zug,train,tren,train,火车火车
4078,1,Meghan Trainor calls working with NFL star a ‘miracle’ that sparked new dream,Ausbilder,Trainor,Entrenador,Entraîneur,培训师
4079,1,Ghislaine Maxwell prison transfer called 'highly unusual' by former federal prison official,Übertragung,transfer,transferencia,transfert,转让
4080,1,"Transform your tech setup with the best early Labor Day tech deals on Apple, Samsung, HP and more",Transformieren,Transform,Transformar,Transformer,变换
4081,1,Chiefs owner Clark Hunt credits Taylor Swift for fanbase transformation: 'It’s been a whirlwind',Transformation,transformation,transformación,transformation,变换
4082,1,Virginia school districts support for transgender students' rights in governor's race spotlight,Transgender,transgender,transgénero,transgenre,变性者
4083,1,"ICE arrests 65 illegal aliens in sanctuary state operation targeting gangs, transnational organized crime",Transnationale,transnational,transnacional,transnationale,跨国跨国跨国
4084,1,John Cena's hair transplant changed his life years after he was 'run out' of Hollywood,Transplantation,transplant,trasplante,transplantation,移植
4085,1,"Chuck Todd warns that Dems are falling into Trump’s trap, 'taking the bait' on redistricting",Falle,trap,trampa,piège,陷阱陷阱陷阱
4086,1,New York City residents slam 'safe injection sites' after drug users trash neighborhood,Müll,trash,basura,poubelle,垃圾垃圾垃圾
4087,1,Little-known 'secondhand travel' trick helps tourists score luxury vacations for less,"Reiseverkehr""",travel',viajar',voyage»,旅费
4088,1,TSA warns of phishing scam targeting PreCheck travelers,Reisende,travelers,viajeros,voyageurs,旅行旅行者
4089,1,"Treasury sanctions 'brutally violent' cartel for timeshare fraud in tourist destination, warns Americans",Schatzamt,Treasury,Tesorería,Trésorerie,财务司财务司
4090,1,Fire under NJ train sends passengers fleeing; multiple treated for smoke inhalation,behandelt,treated,tratados,traités,治疗
4091,1,Vinegar face masks and barley water? Medieval 'health hacks' mirror today's TikTok trends,Trends,trends,tendencias,tendances,趋势趋势趋势
4092,1,Little-known 'secondhand travel' trick helps tourists score luxury vacations for less,Trick,trick,truco,Astuce,技巧技巧技巧
4093,1,Ex-Adams aide allegedly tried to give reporter a wad of cash hidden in a potato chip bag,versucht,tried,probado,essayé,已试用
4094,1,Kamala Harris' major California announcement triggers circular Dem firing squad,Auslöser,triggers,activadores,déclencheurs,触发触发器
4095,1,GOP governor greenlights state troopers to join ICE in immigration crackdown,Unteroffiziere,troopers,soldados,soldats,部队人数
4096,1,Trouble in paradise: US plans for Pacific war,Probleme,Trouble,Problemas,Problèmes,麻烦
4097,1,159-year-old company embraces driverless trucks,Lastkraftwagen,trucks,camiones,camions,卡车卡车
4098,1,Russian oligarch’s $325M seized superyacht heads to auction as Trump–Putin summit nears,Trump–Putin,Trump–Putin,Trump-Putin,Trump-Putin,特朗特朗特普廷
4099,1,Zach Bryan slammed by fellow country singer who doubts the truth behind his image,Wahrheit,truth,verdad,vérité,真相真相真相
4100,1,Ancient ‘Viking diet’ makes a comeback: Here's what to know before you try it,Versuchen,try,Intente,essayer,试试
4101,1,TSA warns of phishing scam targeting PreCheck travelers,TSA,TSA,TSA,TSA,TSA 塔萨( TSA)
4102,1,Tuberville sounds alarm as Vikings' male cheerleaders spark debate on social media,Tuberville,Tuberville,Tuberville,Tuberville,图伯维尔
4103,1,NASCAR's Connor Zilisch ironically deemed 'fall risk' after Victory Lane tumble causes broken collarbone,Trommeln,tumble,caída,Tumble,翻滚
4104,1,Keep your beverages hot or cold with these insulated bottles and tumblers,Trommeln,tumblers,volquetes,Tumbles,
4105,1,‘It’s really an invasion’: Protesters slam Trump’s DC police takeover as crime tumbles,Trommeln,tumbles,caídas,bourdons,弯曲
4106,1,"Cancer vaccine shows promise in preventing recurrence of pancreatic, colorectal tumors",Tumore,tumors,tumores,tumeurs,肿瘤
4107,1,Why Turkey’s football clubs can pay more cash for talent,Türkei,Turkey’s,Turquía,Turquie,土耳其的土耳其
4108,1,China’s planned Turkish EV factories have yet to power up,Türkisch,Turkish,Turco,Turquie,土耳其语土耳其语Name
4109,1,"JONATHAN TURLEY: Dershowitz takes on pierogi politics, and Leftist hypocrisy",TURLEY,TURLEY,TURLEY,TURLEY,土耳其 土耳其
4110,1,"Polite stranger's 'yes ma'am, no sir' demeanor suddenly turned violent in murder of country singer's mom",gedreht,turned,girando,tourné,转转
4111,1,Travis Kelce takes credit for turning Taylor Swift into an 'engulfed' football fan,Drehen,turning,girando,tourner,转转
4112,1,"Farewell to Carrie Bradshaw, TV’s exasperating, enduring heroine",Fernsehgeräte,TV’s,TV’s,TÉLÉCOPIEUR,电视电视
4113,1,Bolton tweet during raid shows focus was elsewhere as FBI searched his house,Tweet,tweet,tweet,tweet,微推
4114,1,"Cutting out one food type could nearly double weight loss, new study suggests",Typ,type,tipo,type,类型类型类型
4115,1,Ivanka Trump re-enters DC ring for upcoming knockout UFC White House fight,UFC,UFC,UFC,UFC,UCUC 团结团结会
4116,1,"JD Vance 'directly' convinced UK to drop Apple backdoor data demand, protecting Americans' rights: US official",Vereinigtes Königreich,UK,Reino Unido,Royaume-Uni,联合王国
